status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Closed,2017-10-13T00:53:13.528+0000,NA,rdblue,2015-03-31T21:09:47.740+0000,NA,rdblue,Open,NA,AVRO-1656,15,43,814.6773609,NA,AVRO,2015-03-31T21:09:47.740+0000,Non-existent to Open,2015-03-31T21:13:50.740+0000,4,Major,0,Task,3,Fixed
Closed,2017-10-13T00:53:13.528+0000,Open,rdblue,2015-03-31T21:13:50.792+0000,0.002813102,rdblue,Resolved,NA,AVRO-1656,15,43,814.6773609,0.002813102,AVRO,2015-03-31T21:09:47.740+0000,Open to Resolved,2015-03-31T21:13:50.740+0000,4,Major,0,Task,3,Fixed
Closed,2017-10-13T00:53:13.528+0000,Resolved,rdblue,2016-02-01T14:56:00.382+0000,306.737611,tomwhite,Closed,NA,AVRO-1656,15,43,814.6773609,306.7404241,AVRO,2015-03-31T21:09:47.740+0000,Resolved to Closed,2015-03-31T21:13:50.740+0000,4,Major,0,Task,3,Fixed
Closed,2016-02-01T14:56:05.093+0000,NA,tomwhite,2014-09-16T14:32:48.412+0000,NA,tomwhite,Open,tomwhite,AVRO-1586,240,22,814.6773065,NA,AVRO,2014-09-16T14:32:48.412+0000,Non-existent to Open,2015-07-07T10:30:47.883+0000,7,Major,0,Task,4,Fixed
Closed,2016-02-01T14:56:05.093+0000,Open,tomwhite,2015-07-07T10:30:47.948+0000,293.8319391,tomwhite,Resolved,tomwhite,AVRO-1586,240,22,814.6773065,293.8319391,AVRO,2014-09-16T14:32:48.412+0000,Open to Resolved,2015-07-07T10:30:47.883+0000,7,Major,0,Task,4,Fixed
Closed,2016-02-01T14:56:05.093+0000,Resolved,tomwhite,2016-02-01T14:56:05.094+0000,209.1842262,tomwhite,Closed,tomwhite,AVRO-1586,240,22,814.6773065,503.0161653,AVRO,2014-09-16T14:32:48.412+0000,Resolved to Closed,2015-07-07T10:30:47.883+0000,7,Major,0,Task,4,Fixed
Open,2014-09-03T13:18:56.444+0000,NA,sslavic,2014-09-03T13:18:56.444+0000,NA,sslavic,Open,NA,AVRO-1579,251,45,1330.744768,NA,AVRO,2014-09-03T13:18:56.444+0000,Non-existent to Open,NA,0,Major,0,Task,2,NA
Open,2014-01-08T05:23:08.650+0000,NA,sudhirranjan,2014-01-07T13:04:03.755+0000,NA,sudhirranjan,Open,NA,AVRO-1429,1878,61,1569.7551,NA,AVRO,2014-01-07T13:04:03.755+0000,Non-existent to Open,NA,3,Major,0,Task,3,NA
Open,2012-10-18T12:53:17.253+0000,NA,pradeepg26,2012-10-18T12:53:17.253+0000,NA,pradeepg26,Open,NA,AVRO-1180,559,56,2015.762583,NA,AVRO,2012-10-18T12:53:17.253+0000,Non-existent to Open,NA,0,Trivial,0,Task,1,NA
Open,2017-01-28T10:37:29.786+0000,NA,jtyrrell,2012-07-13T04:11:46.009+0000,NA,jtyrrell,Open,chonton,AVRO-1126,1103,21,2113.124751,NA,AVRO,2012-07-13T04:11:46.009+0000,Non-existent to Open,NA,20,Critical,21,Task,29,NA
Open,2012-06-27T12:19:57.898+0000,NA,billmcn,2011-09-03T21:03:20.218+0000,NA,billmcn,Open,NA,AVRO-883,203,43,2426.422272,NA,AVRO,2011-09-03T21:03:20.218+0000,Non-existent to Open,NA,3,Major,5,Task,6,NA
Closed,2011-08-30T05:59:18.747+0000,NA,tucu00,2011-08-23T20:17:35.102+0000,NA,tucu00,Open,tucu00,AVRO-880,362,29,2431.050066,NA,AVRO,2011-08-23T20:17:35.102+0000,Non-existent to Open,2011-08-25T21:42:46.369+0000,2,Critical,0,Task,0,Fixed
Closed,2011-08-30T05:59:18.747+0000,Open,tucu00,2011-08-24T16:35:55.808+0000,0.846072986,tucu00,Patch Available,tucu00,AVRO-880,362,29,2431.050066,0.846072986,AVRO,2011-08-23T20:17:35.102+0000,Open to Patch Available,2011-08-25T21:42:46.369+0000,2,Critical,0,Task,0,Fixed
Closed,2011-08-30T05:59:18.747+0000,Patch Available,tucu00,2011-08-25T21:42:47.168+0000,1.213094444,cutting,Resolved,tucu00,AVRO-880,362,29,2431.050066,2.059167431,AVRO,2011-08-23T20:17:35.102+0000,Patch Available to Resolved,2011-08-25T21:42:46.369+0000,2,Critical,0,Task,0,Fixed
Closed,2011-08-30T05:59:18.747+0000,Resolved,tucu00,2011-08-30T05:59:18.838+0000,4.344810995,cutting,Closed,tucu00,AVRO-880,362,29,2431.050066,6.403978426,AVRO,2011-08-23T20:17:35.102+0000,Resolved to Closed,2011-08-25T21:42:46.369+0000,2,Critical,0,Task,0,Fixed
Closed,2011-10-07T20:27:18.954+0000,NA,tucu00,2011-08-15T18:46:31.809+0000,NA,tucu00,Open,cutting,AVRO-876,448,51,2392.447287,NA,AVRO,2011-08-15T18:46:31.809+0000,Non-existent to Open,2011-08-23T22:24:14.267+0000,4,Critical,0,Task,0,Won't Fix
Closed,2011-10-07T20:27:18.954+0000,Open,tucu00,2011-08-15T19:05:09.109+0000,0.012931713,cutting,Patch Available,cutting,AVRO-876,448,51,2392.447287,0.012931713,AVRO,2011-08-15T18:46:31.809+0000,Open to Patch Available,2011-08-23T22:24:14.267+0000,4,Critical,0,Task,0,Won't Fix
Closed,2011-10-07T20:27:18.954+0000,Patch Available,tucu00,2011-08-23T22:24:14.283+0000,8.138254329,cutting,Resolved,cutting,AVRO-876,448,51,2392.447287,8.151186042,AVRO,2011-08-15T18:46:31.809+0000,Patch Available to Resolved,2011-08-23T22:24:14.267+0000,4,Critical,0,Task,0,Won't Fix
Closed,2011-10-07T20:27:18.954+0000,Resolved,tucu00,2011-10-07T20:27:18.955+0000,44.91880407,cutting,Closed,cutting,AVRO-876,448,51,2392.447287,53.06999012,AVRO,2011-08-15T18:46:31.809+0000,Resolved to Closed,2011-08-23T22:24:14.267+0000,4,Critical,0,Task,0,Won't Fix
Closed,2011-05-06T19:18:37.362+0000,NA,alambert,2011-04-26T22:49:37.488+0000,NA,alambert,Open,cutting,AVRO-811,184,37,2546.49499,NA,AVRO,2011-04-26T22:49:37.488+0000,Non-existent to Open,2011-05-03T19:33:26.637+0000,2,Minor,0,Task,0,Fixed
Closed,2011-05-06T19:18:37.362+0000,Open,alambert,2011-05-03T19:33:26.663+0000,6.8637636,cutting,Resolved,cutting,AVRO-811,184,37,2546.49499,6.8637636,AVRO,2011-04-26T22:49:37.488+0000,Open to Resolved,2011-05-03T19:33:26.637+0000,2,Minor,0,Task,0,Fixed
Closed,2011-05-06T19:18:37.362+0000,Resolved,alambert,2011-05-06T19:18:37.363+0000,2.989707176,cutting,Closed,cutting,AVRO-811,184,37,2546.49499,9.853470775,AVRO,2011-04-26T22:49:37.488+0000,Resolved to Closed,2011-05-03T19:33:26.637+0000,2,Minor,0,Task,0,Fixed
Closed,2011-03-12T00:36:41.569+0000,NA,cutting,2011-01-08T00:35:55.064+0000,NA,cutting,Open,cutting,AVRO-728,181,51,2602.274109,NA,AVRO,2011-01-08T00:35:55.064+0000,Non-existent to Open,2011-01-12T21:07:19.544+0000,1,Major,0,Task,0,Fixed
Closed,2011-03-12T00:36:41.569+0000,Open,cutting,2011-01-12T21:07:19.544+0000,4.855144444,cutting,Resolved,cutting,AVRO-728,181,51,2602.274109,4.855144444,AVRO,2011-01-08T00:35:55.064+0000,Open to Resolved,2011-01-12T21:07:19.544+0000,1,Major,0,Task,0,Fixed
Closed,2011-03-12T00:36:41.569+0000,Resolved,cutting,2011-03-12T00:36:41.570+0000,58.14539382,cutting,Closed,cutting,AVRO-728,181,51,2602.274109,63.00053826,AVRO,2011-01-08T00:35:55.064+0000,Resolved to Closed,2011-01-12T21:07:19.544+0000,1,Major,0,Task,0,Fixed
Closed,2011-03-12T00:32:50.211+0000,NA,scott_carey,2010-12-17T01:20:33.481+0000,NA,scott_carey,Open,scott_carey,AVRO-716,357,60,2602.276786,NA,AVRO,2010-12-17T01:20:33.481+0000,Non-existent to Open,2011-02-01T19:25:30.282+0000,20,Blocker,0,Task,0,Fixed
Closed,2011-03-12T00:32:50.211+0000,Open,scott_carey,2011-01-18T17:48:29.849+0000,32.68606907,scott_carey,In Progress,scott_carey,AVRO-716,357,60,2602.276786,32.68606907,AVRO,2010-12-17T01:20:33.481+0000,Open to In Progress,2011-02-01T19:25:30.282+0000,20,Blocker,0,Task,0,Fixed
Closed,2011-03-12T00:32:50.211+0000,In Progress,scott_carey,2011-01-23T02:22:42.518+0000,4.357091076,scott_carey,Patch Available,scott_carey,AVRO-716,357,60,2602.276786,37.04316015,AVRO,2010-12-17T01:20:33.481+0000,In Progress to Patch Available,2011-02-01T19:25:30.282+0000,20,Blocker,0,Task,0,Fixed
Closed,2011-03-12T00:32:50.211+0000,Patch Available,scott_carey,2011-02-01T19:25:30.311+0000,9.710275382,scott_carey,Resolved,scott_carey,AVRO-716,357,60,2602.276786,46.75343553,AVRO,2010-12-17T01:20:33.481+0000,Patch Available to Resolved,2011-02-01T19:25:30.282+0000,20,Blocker,0,Task,0,Fixed
